Model,Make,YOM,Used,Transmission,Mileage,Location,Price,Age,Fuel_Type
Fuga,Nissan,2013,Foreign Used,Automatic,71085,Mombasa,1450000,11,Petrol
Fuga,Nissan,2014,Foreign Used,Automatic,150000,Nairobi,1800000,10,Petrol
Lafesta,Nissan,2014,Foreign Used,Automatic,48000,Nairobi,1050000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,135000,Nairobi,2150000,10,Petrol
Advan,Nissan,2003,Foreign Used,Automatic,278000,Nyeri,280000,21,Petrol
Note,Nissan,2014,Foreign Used,Automatic,59305,Nairobi,849000,10,Petrol
Teana,Nissan,2015,Foreign Used,Automatic,85636,Mombasa,1450000,9,Petrol
Note,Nissan,2015,Foreign Used,Automatic,121000,Nairobi,800000,9,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,87000,Mombasa,845000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,70000,Mombasa,1350000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,160000,Nairobi,680000,10,Petrol
Bluebird,Nissan,2013,Foreign Used,Automatic,83000,Mombasa,1200000,11,Petrol
March,Nissan,2014,Foreign Used,Automatic,80415,Nairobi,730000,10,Petrol
Tiida,Nissan,2008,Foreign Used,Automatic,126000,Uasin Gishu,385000,16,Petrol
Note,Nissan,2013,Foreign Used,CVT,134000,Nairobi,630000,11,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,127000,Mombasa,780000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,90000,Nairobi,1370000,10,Petrol
Advan,Nissan,2011,Foreign Used,Automatic,170000,Nairobi,500000,13,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,75000,Nairobi,1300000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,58000,Mombasa,1450000,10,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,125653,Mombasa,1200000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,90000,Nairobi,1370000,10,Petrol
X-Trail,Nissan,2012,Foreign Used,Automatic,85636,Mombasa,1550000,12,Petrol
Note,Nissan,2013,Foreign Used,Automatic,86523,Mombasa,780000,11,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,64624,Nairobi,970000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,78000,Nairobi,2240000,10,Petrol
Bluebird,Nissan,2013,Foreign Used,Automatic,83000,Mombasa,1200000,11,Petrol
Bluebird,Nissan,2014,Foreign Used,Automatic,86253,Mombasa,1150000,10,Petrol
Fuga,Nissan,2015,Foreign Used,Automatic,82688,Mombasa,1700000,9,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,85636,Mombasa,800000,10,Petrol
March,Nissan,2013,Foreign Used,Automatic,86000,Mombasa,580000,11,Petrol
Serena,Nissan,2015,Foreign Used,Automatic,50003,Mombasa,1250000,9,Petrol
Note,Nissan,2014,Foreign Used,Automatic,79000,Nairobi,830000,10,Petrol
Dualis,Nissan,2014,Foreign Used,Automatic,109805,Mombasa,1950000,10,Petrol
Note,Nissan,2015,Foreign Used,Automatic,47325,Mombasa,900000,9,Petrol
Serena,Nissan,2008,Foreign Used,Automatic,70000,Nairobi,790000,16,Petrol
Dualis,Nissan,2013,Foreign Used,Automatic,32541,Mombasa,1550000,11,Petrol
Note,Nissan,2014,Foreign Used,Automatic,22000,Mombasa,730000,10,Petrol
Note,Nissan,2015,Foreign Used,CVT,81000,Nairobi,790000,9,Petrol
March,Nissan,2015,Foreign Used,Automatic,46235,Mombasa,660000,9,Petrol
Note,Nissan,2014,Foreign Used,Automatic,60865,Mombasa,830000,10,Petrol
Dualis,Nissan,2014,Foreign Used,Automatic,109805,Mombasa,1950000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,96355,Nairobi,780000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,83000,Kiambu,790000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,71286,Nairobi,1385000,10,Petrol
Wingroad,Nissan,2013,Foreign Used,Automatic,78555,Mombasa,780000,11,Petrol
Note,Nissan,2014,Foreign Used,Automatic,90000,Mombasa,780000,10,Petrol
Fuga,Nissan,2014,Foreign Used,Automatic,85000,Mombasa,1800000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,100286,Nairobi,2380000,10,Petrol
Note,Nissan,2015,Foreign Used,Automatic,90000,Mombasa,790000,9,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,67582,Mombasa,1250000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,108350,Kiambu,640000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,56000,Mombasa,2300000,10,Petrol
Juke,Nissan,2015,Foreign Used,Automatic,56068,Mombasa,1300000,9,Petrol
X-Trail,Nissan,2013,Foreign Used,Automatic,61522,Mombasa,1800000,11,Petrol
Juke,Nissan,2013,Foreign Used,Automatic,68555,Mombasa,1200000,11,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,108350,Kiambu,640000,10,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,85957,Nairobi,1300000,10,Petrol
Bluebird,Nissan,2013,Foreign Used,Automatic,61034,Mombasa,1120000,11,Petrol
Note,Nissan,2015,Foreign Used,Automatic,76580,Nairobi,835000,9,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,84000,Mombasa,2030000,10,Petrol
Note,Nissan,2015,Foreign Used,Automatic,73000,Mombasa,799000,9,Petrol
Lafesta,Nissan,2014,Foreign Used,Automatic,78452,Mombasa,1200000,10,Petrol
Tiida,Nissan,2013,Foreign Used,Automatic,64752,Mombasa,850000,11,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,98563,Mombasa,1350000,10,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,98452,Mombasa,1350000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,53280,Mombasa,630000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,71000,Mombasa,1350000,10,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,75953,Mombasa,7800000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,35000,Nairobi,810000,10,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,98452,Mombasa,1350000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,53280,Mombasa,630000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,68208,Mombasa,2200000,10,Petrol
March,Nissan,2015,Foreign Used,Automatic,85882,Mombasa,630000,9,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,62390,Mombasa,1600000,10,Petrol
Note,Nissan,2013,Foreign Used,Automatic,45000,Nakuru,790000,11,Petrol
Latio,Nissan,2014,Foreign Used,Automatic,89000,Nairobi,800000,10,Petrol
Wingroad,Nissan,2013,Foreign Used,Automatic,84578,Nairobi,780000,11,Petrol
Note,Nissan,2014,Foreign Used,Automatic,100721,Nairobi,850000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,105000,Nairobi,790000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,90000,Nairobi,1470000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,96000,Nairobi,675000,10,Petrol
Juke,Nissan,2015,Foreign Used,Automatic,62000,Mombasa,1200000,9,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,45943,Nairobi,1480000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,95000,Nairobi,720000,10,Petrol
Juke,Nissan,2013,Foreign Used,Automatic,89784,Nairobi,1480000,11,Petrol
March,Nissan,2014,Foreign Used,Automatic,94830,Nairobi,680000,10,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,75000,Nairobi,1199000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,91000,Nairobi,2150000,10,Petrol
Wingroad,Nissan,2012,Foreign Used,Automatic,98563,Mombasa,630000,12,Petrol
Note,Nissan,2014,Foreign Used,Automatic,114000,Kiambu,880000,10,Petrol
X-Trail,Nissan,2012,Foreign Used,Automatic,84525,Mombasa,1550000,12,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,149000,Mombasa,1200000,10,Petrol
Teana,Nissan,2013,Foreign Used,Automatic,120000,Nairobi,1150000,11,Petrol
Dualis,Nissan,2014,Foreign Used,Automatic,86000,Mombasa,1800000,10,Petrol
March,Nissan,2015,Foreign Used,Automatic,85882,Mombasa,630000,9,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,119000,Nairobi,1990000,10,Petrol
Note,Nissan,2015,Foreign Used,Automatic,98752,Nairobi,880000,9,Petrol
Note,Nissan,2014,Foreign Used,Automatic,74569,Mombasa,850000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,85652,Mombasa,1200000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,94830,Nairobi,680000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,44000,Nairobi,670000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,95000,Nairobi,720000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,100000,Mombasa,2150000,10,Petrol
X-Trail,Nissan,2015,Foreign Used,Automatic,63256,Mombasa,2650000,9,Petrol
Note,Nissan,2014,Foreign Used,Automatic,86000,Mombasa,950000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,72501,Mombasa,1380000,10,Petrol
Tiida,Nissan,2014,Foreign Used,Automatic,78231,Mombasa,900000,10,Petrol
March,Nissan,2018,Foreign Used,Automatic,73571,Mombasa,600000,6,Petrol
X-Trail,Nissan,2014,Foreign Used,Manual,43000,Mombasa,1900000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,80000,Nairobi,820000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,75000,Mombasa,799000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,78297,Mombasa,920000,10,Petrol
Latio,Nissan,2013,Foreign Used,Automatic,97000,Nairobi,730000,11,Petrol
Latio,Nissan,2014,Foreign Used,Automatic,80411,Mombasa,820000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,86520,Mombasa,780000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,28000,Nairobi,800000,10,Petrol
Tiida,Nissan,2014,Foreign Used,Automatic,69894,Nairobi,699000,10,Petrol
Teana,Nissan,2013,Foreign Used,CVT,75000,Nairobi,1200000,11,Petrol
Note,Nissan,2014,Foreign Used,Automatic,134000,Kiambu,770000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,59863,Mombasa,1400000,10,Petrol
Note,Nissan,2013,Foreign Used,Automatic,52000,Mombasa,730000,11,Petrol
Latio,Nissan,2014,Foreign Used,Automatic,78968,Mombasa,850000,10,Petrol
Wingroad,Nissan,2013,Foreign Used,Automatic,79000,Mombasa,680000,11,Petrol
Note,Nissan,2014,Foreign Used,Automatic,87463,Nairobi,850000,10,Petrol
Note,Nissan,2012,Foreign Used,Automatic,36800,Mombasa,830000,12,Petrol
X-Trail,Nissan,2015,Foreign Used,Automatic,63213,Mombasa,2400000,9,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,85636,Mombasa,800000,10,Petrol
Dualis,Nissan,2013,Foreign Used,Automatic,63000,Mombasa,1450000,11,Petrol
Tiida,Nissan,2014,Foreign Used,Automatic,69894,Nairobi,699000,10,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,86198,Nairobi,790000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,78000,Mombasa,2200000,10,Petrol
Latio,Nissan,2014,Foreign Used,Automatic,205000,Nairobi,980000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,61235,Mombasa,1400000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,55000,Nairobi,1490000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,197000,Nairobi,1290000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,71000,Nairobi,760000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,76000,Mombasa,700000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,133000,Nairobi,2150000,10,Petrol
Tiida,Nissan,2013,Foreign Used,Automatic,89000,Mombasa,750000,11,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,99685,Mombasa,1400000,10,Petrol
Latio,Nissan,2014,Foreign Used,Automatic,205000,Nairobi,980000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,98000,Nairobi,2390000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,780930,Mombasa,2000000,10,Petrol
Latio,Nissan,2014,Foreign Used,Automatic,205000,Nairobi,980000,10,Petrol
X-Trail,Nissan,2015,Foreign Used,Automatic,97380,Mombasa,2100000,9,Petrol
X-Trail,Nissan,2011,Foreign Used,Automatic,78525,Mombasa,1750000,13,Petrol
Note,Nissan,2014,Foreign Used,Automatic,69927,Mombasa,990000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,89789,Mombasa,1645000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,78522,Nairobi,2400000,10,Petrol
Teana,Nissan,2013,Foreign Used,Automatic,80000,Mombasa,1100000,11,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,78000,Mombasa,2300000,10,Petrol
Note,Nissan,2013,Foreign Used,Automatic,140000,Mombasa,650000,11,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,75000,Mombasa,1500000,10,Petrol
Tiida,Nissan,2013,Foreign Used,Automatic,63000,Mombasa,840000,11,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,98000,Nairobi,2390000,10,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,92887,Nairobi,1240000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,89000,Nairobi,1380000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,68208,Mombasa,2200000,10,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,31000,Mombasa,1280000,10,Petrol
Bluebird,Nissan,2014,Foreign Used,Automatic,75000,Mombasa,1300000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,78000,Mombasa,2200000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,99700,Mombasa,870000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,65000,Mombasa,760000,10,Petrol
Juke,Nissan,2013,Foreign Used,Automatic,91341,Nairobi,1080000,11,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,54000,Nairobi,2300000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,35000,Nairobi,2280000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,71563,Mombasa,1400000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,89000,Mombasa,2150000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,75000,Nairobi,2535000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,68203,Mombasa,1400000,10,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,92000,Mombasa,880000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,89000,Nairobi,1380000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,65000,Nairobi,800000,10,Petrol
Juke,Nissan,2013,Foreign Used,Automatic,91341,Nairobi,1080000,11,Petrol
Note,Nissan,2013,Foreign Used,Automatic,124781,Nairobi,749000,11,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,85000,Nairobi,1400000,10,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,69871,Mombasa,1200000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,40000,Mombasa,780000,10,Petrol
Juke,Nissan,2013,Foreign Used,Automatic,74852,Mombasa,1150000,11,Petrol
March,Nissan,2014,Foreign Used,Automatic,66000,Nairobi,640000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,76000,Nairobi,695000,10,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,103200,Nairobi,1250000,10,Petrol
Note,Nissan,2014,Foreign Used,CVT,117000,Nairobi,830000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,48523,Nairobi,2350000,10,Petrol
X-Trail,Nissan,2015,Foreign Used,Automatic,45212,Mombasa,2200000,9,Petrol
March,Nissan,2012,Foreign Used,Automatic,63,Mombasa,560000,12,Petrol
Juke,Nissan,2015,Foreign Used,Automatic,94111,Nairobi,1480000,9,Petrol
Sylphy,Nissan,2010,Foreign Used,Automatic,73000,Nairobi,945000,14,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,85321,Nairobi,2280000,10,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,90196,Mombasa,829999,10,Petrol
Bluebird,Nissan,2014,Foreign Used,Automatic,75000,Mombasa,1200000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,150398,Nairobi,750000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,98000,Nairobi,2050000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,23000,Nairobi,1380000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,72000,Mombasa,850000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,CVT,70000,Nairobi,2280000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,21421,Nairobi,795000,10,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,62319,Mombasa,1350000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,56000,Mombasa,650000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,130000,Nairobi,1910000,10,Petrol
Bluebird,Nissan,2014,Foreign Used,Automatic,75000,Mombasa,1200000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,34000,Nairobi,2400000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,99831,Mombasa,825000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,63000,Mombasa,620000,10,Petrol
Sylphy,Nissan,2015,Foreign Used,Automatic,60722,Mombasa,1150000,9,Petrol
X-Trail,Nissan,2015,Foreign Used,Automatic,36000,Mombasa,2150000,9,Petrol
Teana,Nissan,2013,Foreign Used,Automatic,67000,Nairobi,1050000,11,Petrol
Note,Nissan,2014,Foreign Used,Automatic,76000,Nairobi,780000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,86000,Nairobi,2200000,10,Petrol
Lafesta,Nissan,2015,Foreign Used,Automatic,60785,Mombasa,1170000,9,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,98000,Mombasa,1880000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,118000,Mombasa,1400000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,75045,Nairobi,850000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,150398,Nairobi,750000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,89000,Nairobi,1380000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,73000,Nairobi,880000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,95000,Nairobi,2050000,10,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,64000,Mombasa,1180000,10,Petrol
Sylphy,Nissan,2015,Foreign Used,Automatic,60722,Mombasa,1150000,9,Petrol
X-Trail,Nissan,2015,Foreign Used,Automatic,36000,Mombasa,2150000,9,Petrol
Teana,Nissan,2013,Foreign Used,Automatic,67000,Nairobi,1050000,11,Petrol
Lafesta,Nissan,2015,Foreign Used,Automatic,60785,Mombasa,1170000,9,Petrol
Note,Nissan,2014,Foreign Used,Automatic,104000,Kiambu,789000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,98000,Mombasa,1880000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,118000,Mombasa,1400000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,75045,Nairobi,850000,10,Petrol
Teana,Nissan,2012,Foreign Used,Automatic,72309,Mombasa,1200000,12,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,95000,Nairobi,1399000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,110231,Mombasa,1500000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,76000,Nairobi,780000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,95000,Nairobi,2050000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,86390,Mombasa,850000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,78000,Mombasa,800000,10,Petrol
Fuga,Nissan,2012,Foreign Used,Automatic,86365,Mombasa,1500000,12,Petrol
Note,Nissan,2014,Foreign Used,Automatic,91000,Nairobi,880000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,150000,Mombasa,1850000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,109000,Mombasa,800000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,73000,Nairobi,1399000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,52358,Mombasa,1300000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,86000,Mombasa,650000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,67000,Nairobi,810000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,73558,Mombasa,780000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,73000,Nairobi,1399000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,21421,Nairobi,795000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,73000,Kiambu,790000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,108000,Nairobi,790000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,82000,Nairobi,780000,10,Petrol
Bluebird,Nissan,2014,Foreign Used,Automatic,98000,Mombasa,1250000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,75000,Nairobi,815000,10,Petrol
Wingroad,Nissan,2014,Foreign Used,Automatic,68000,Nairobi,880000,10,Petrol
Serena,Nissan,2013,Foreign Used,Automatic,86532,Mombasa,1050000,11,Petrol
Lafesta,Nissan,2014,Foreign Used,Automatic,69857,Mombasa,1100000,10,Petrol
Sylphy,Nissan,2014,Foreign Used,Automatic,85636,Mombasa,1250000,10,Petrol
Note,Nissan,2013,Foreign Used,Automatic,124781,Nairobi,749000,11,Petrol
Advan,Nissan,2014,Foreign Used,Automatic,84236,Nairobi,680000,10,Petrol
Serena,Nissan,2013,Foreign Used,Automatic,52000,Mombasa,1050000,11,Petrol
Tiida,Nissan,2013,Foreign Used,Automatic,83643,Mombasa,980000,11,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,92000,Mombasa,1300000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,78586,Mombasa,1150000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,58000,Mombasa,900000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,82000,Nairobi,780000,10,Petrol
Bluebird,Nissan,2014,Foreign Used,Automatic,98000,Mombasa,1250000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,108000,Nairobi,790000,10,Petrol
Note,Nissan,2015,Foreign Used,Automatic,83000,Nairobi,920000,9,Petrol
Note,Nissan,2014,Foreign Used,Automatic,91000,Nairobi,795000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,55000,Nairobi,840000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,89567,Mombasa,888000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,75632,Mombasa,650000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,87000,Nairobi,790000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,780930,Mombasa,2000000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,119000,Nairobi,2200000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,61000,Kiambu,799000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,60000,Nairobi,2300000,10,Petrol
Serena,Nissan,2014,Foreign Used,Automatic,115024,Mombasa,1350000,10,Petrol
Juke,Nissan,2015,Foreign Used,Automatic,68574,Mombasa,1430000,9,Petrol
X-Trail,Nissan,2015,Foreign Used,Automatic,78563,Mombasa,2100000,9,Petrol
X-Trail,Nissan,2013,Foreign Used,Automatic,69852,Mombasa,2300000,11,Petrol
Dualis,Nissan,2014,Foreign Used,Automatic,48000,Mombasa,1800000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,90000,Nairobi,1320000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,47000,Nairobi,830000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,55000,Nairobi,840000,10,Petrol
Dualis,Nissan,2013,Foreign Used,Automatic,60000,Mombasa,1700000,11,Petrol
March,Nissan,2014,Foreign Used,Automatic,50494,Nairobi,650000,10,Petrol
Latio,Nissan,2014,Foreign Used,Automatic,35000,Nairobi,880000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,98000,Mombasa,600000,10,Petrol
Lafesta,Nissan,2014,Foreign Used,Automatic,77205,Mombasa,1080000,10,Petrol
X-Trail,Nissan,2014,Foreign Used,Automatic,53298,Nairobi,2450000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,96000,Mombasa,830000,10,Petrol
Tiida,Nissan,2014,Foreign Used,Automatic,72036,Mombasa,850000,10,Petrol
Teana,Nissan,2014,Foreign Used,Automatic,65823,Mombasa,1400000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,102000,Mombasa,1100000,10,Petrol
March,Nissan,2014,Foreign Used,Automatic,44000,Nairobi,670000,10,Petrol
Juke,Nissan,2014,Foreign Used,Automatic,56000,Mombasa,1400000,10,Petrol
Note,Nissan,2014,Foreign Used,Automatic,96000,Mombasa,830000,10,Petrol
